Concept,Country,Data Source,Frequency,Status,Time,Unit,Value
"Compensation of Employees, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,63386600000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,997585000000.00
"Grants, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,964710000000.00
"Social Benefits, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,64548300000000.00
"Other Expense, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,56461000000000.00
"Use of Goods and Services, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,23222500000000.00
"Property Expense Other than Interest, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,56461000000000.00
"Total Expenditure, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,284362000000000.00
"Interest, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.44
"Compensation of Employees, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,6.18
"Subsidies and Transfers, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.10
"Grants, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.09
"Social Benefits, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,6.29
"Other Expense, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,5.50
"Use of Goods and Services, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,2.26
"Property Expense Other than Interest, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,5.50
"Total Expenditure, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,27.70
"Interest, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,64000000.00
"Compensation of Employees, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1679000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1293000000.00
"Grants, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1385000000.00
"Other Expense, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,180000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,933000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,38000000.00
"Social Security Benefits, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1385000000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Employer Social Benefits, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,180000000.00
"Total Expenditure, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,6258000000.00
"Interest, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.40
"Compensation of Employees, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,10.44
"Subsidies and Transfers, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,8.04
"Grants, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Social Benefits, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,8.61
"Other Expense, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.12
"Use of Goods and Services, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,5.80
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.24
"Social Security Benefits, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,8.61
"Social Assistance Benefits, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Employer Social Benefits, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.12
"Total Expenditure, Cash (Gen. Govt.)",Latvia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,38.91
"Interest, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,118400000.00
"Compensation of Employees, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,2446765604.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,204000000.00
"Grants, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,757300000.00
"Social Benefits, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,226900000.00
"Other Expense, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,445700000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,2931709742.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,65300000.00
"Social Security Benefits, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,225900000.00
"Employer Social Benefits, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1000000.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,445700000.00
"Total Expenditure, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,8176627074.00
"Interest, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.90
"Compensation of Employees, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,18.57
"Subsidies and Transfers, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.55
"Grants, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,4.18
"Social Benefits, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.72
"Other Expense, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,3.38
"Use of Goods and Services, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,22.25
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.50
"Social Security Benefits, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.71
"Employer Social Benefits, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.01
"Property Expense Other than Interest, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,3.38
"Total Expenditure, Cash (Gen. Govt.)",Lesotho,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,62.06
"Interest, Cash (Gen. Govt.)",Lithuania,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,761500000.00
"Compensation of Employees, Cash (Gen. Govt.)",Lithuania,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,11533700000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Lithuania,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,670000000.00
"Grants, Cash (Gen. Govt.)",Lithuania,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,683700000.00
"Social Benefits, Cash (Gen. Govt.)",Lithuania,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,14787000000.00
"Other Expense, Cash (Gen. Govt.)",Lithuania,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1099300000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Lithuania,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,6389100000.00
"Interest, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,2583340843.00
"Compensation of Employees, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,30553694866.00
"Subsidies and Transfers, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1820702985.00
"Grants, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,47465155154.00
"Other Expense, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,5003480251.00
"Use of Goods and Services, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,39664326184.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1601159790.00
"Property Expense Other than Interest, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,46070.50
"Miscellaneous Other Expense, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,5003434181.00
"Total Expenditure, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,145663000000.00
"Interest, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.63
"Compensation of Employees, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,7.42
"Subsidies and Transfers, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.44
"Grants, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Social Benefits, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,11.53
"Other Expense, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.22
"Use of Goods and Services, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,9.63
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.39
"Property Expense Other than Interest, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.22
"Total Expenditure, Cash (Gen. Govt.)","Macedonia, FYR",Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,35.38
"Interest, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,280000000.00
"Compensation of Employees, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,2588900000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,479200000.00
"Grants, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Other Expense, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Use of Goods and Services, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,4115100000.00
"Social Security Benefits, Cash (Gen. Govt.)",Maldives,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
