Concept,Country,Data Source,Frequency,Status,Time,Unit,Value
"Interest, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2003,National Currency,149550000.00
"Social Benefits, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2003,Euros,580260000.00
"Social Benefits, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2003,National Currency,580260000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2003,Euros,95560000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2003,National Currency,95560000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2003,Euros,220900000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2003,National Currency,220830000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2004,Euros,658470000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2004,National Currency,658470000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2004,Euros,102920000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2004,National Currency,102080000.00
"Expense, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2004,Euros,1985250000.00
"Expense, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2004,National Currency,1984410000.00
"Gross Domestic Product, Deflator",Malta,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",96.95
"Gross Domestic Product, Deflator",Malta,International Financial Statistics (IFS),Annual,Published,2004,Percent Change over Corresponding Period of Previous Year,2.18
"Gross Domestic Product, Nominal",Malta,International Financial Statistics (IFS),Annual,Published,2004,National Currency,1935610000.00
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",96.89
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2004,National Currency at 2000 prices,1726374141.00
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2004,Percent,0.55
"Interest, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2004,Euros,164090000.00
"Interest, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2004,National Currency,164090000.00
"Social Benefits, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2004,Euros,599760000.00
"Social Benefits, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2004,National Currency,599760000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2004,Euros,86010000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2004,National Currency,86010000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2004,Euros,248630000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2004,National Currency,248630000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2005,Euros,668360000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2005,National Currency,668360000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2005,Euros,102040000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2005,National Currency,101360000.00
"Expense, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2005,Euros,2060190000.00
"Expense, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2005,National Currency,2059450000.00
"Gross Domestic Product, Deflator",Malta,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Deflator",Malta,International Financial Statistics (IFS),Annual,Published,2005,Percent Change over Corresponding Period of Previous Year,3.14
"Gross Domestic Product, Nominal",Malta,International Financial Statistics (IFS),Annual,Published,2005,National Currency,2060570000.00
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2005,National Currency at 2000 prices,1781822529.00
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2005,Percent,3.21
"Interest, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2005,Euros,177840000.00
"Interest, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2005,National Currency,177840000.00
"Social Benefits, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2005,Euros,642720000.00
"Social Benefits, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2005,National Currency,642720000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2005,Euros,101170000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2005,National Currency,101170000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2005,Euros,238210000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2005,National Currency,238150000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2006,Euros,678380000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2006,National Currency,678380000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2006,Euros,111480000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2006,National Currency,111360000.00
"Expense, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2006,Euros,2161470000.00
"Expense, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2006,National Currency,2161320000.00
"Gross Domestic Product, Deflator",Malta,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",102.67
"Gross Domestic Product, Deflator",Malta,International Financial Statistics (IFS),Annual,Published,2006,Percent Change over Corresponding Period of Previous Year,2.67
"Gross Domestic Product, Nominal",Malta,International Financial Statistics (IFS),Annual,Published,2006,National Currency,2187440000.00
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",103.39
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2006,National Currency at 2000 prices,1842285141.00
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2006,Percent,3.39
"Interest, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2006,Euros,179740000.00
"Interest, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2006,National Currency,179740000.00
"Social Benefits, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2006,Euros,666540000.00
"Social Benefits, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2006,National Currency,666540000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2006,Euros,109400000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2006,National Currency,109400000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2006,Euros,285610000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2006,National Currency,285570000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2007,Euros,706850000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2007,National Currency,706850000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2007,Euros,117280000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2007,National Currency,116080000.00
"Expense, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2007,Euros,2267090000.00
"Expense, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2007,National Currency,2266020000.00
"Gross Domestic Product, Deflator",Malta,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",105.13
"Gross Domestic Product, Deflator",Malta,International Financial Statistics (IFS),Annual,Published,2007,Percent Change over Corresponding Period of Previous Year,2.39
"Gross Domestic Product, Nominal",Malta,International Financial Statistics (IFS),Annual,Published,2007,National Currency,2324670000.00
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",107.32
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2007,National Currency at 2000 prices,1912175181.00
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2007,Percent,3.79
"Interest, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2007,Euros,181290000.00
"Interest, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2007,National Currency,181280000.00
"Social Benefits, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2007,Euros,718620000.00
"Social Benefits, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2007,National Currency,718620000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2007,Euros,112070000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2007,National Currency,112070000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2007,Euros,295780000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2007,National Currency,295790000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2008,Euros,831410000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2008,National Currency,831110000.00
